,news_content,impact_type
725,We will clarify the dividends of each organization and maintain the soil to make continuous improvement.,Positive
726,Review the mechanism of legal compliance and risk management to ensure effectiveness.,Positive
727,"Therefore, each department will check and confirm that it will be reported to the sustainability meeting.",Positive
728,"Regarding issues and questions related to compliance, we will try to grasp and solve information on laws and regulations and information on corporate ethics through the speak -up consultation desks that we have installed outside.",Positive
729,"Through clarification of business divisions, we are promoting visualization of business.",Positive
730,"In addition, we implement education in problem -solving skills in education at the time of joining the company, and foster a workplace culture that improves early detection, solutions and recurrence of local problems.",Positive
731,"In order to improve the company's company compliance awareness by acquiring basic knowledge about compliance, we are educating new employees, including new employees.",Positive
732,"For important risks, each department has inspected the mechanism of the department, conducts activities to improve, and reports the results to the Sustainability Conference.",Positive
733,We have set up a speak -up consultation desk where you can consult with an external lawyer for various issues and questions about compliance.,Positive
734,"The Company (Secretariat and Related Department), which was contacted by a lawyer, has conducted facts and takes necessary measures.",Positive
735,"In addition, we report the contents of consultation and response to the main window to our related officers.",Positive
736,"In order to share the management philosophy, the “Toyota Basic Philosophy” and “Toyota Action Guidelines” are expanded to subsidiaries, and the penetration of management philosophy through human exchange is to foster healthy internal control environments. I will do it.",Positive
737,"In addition, we will clarify the role of a department that manages the financial and management of the subsidiary and the department that manages business activities, and to manage multifaceted in accordance with the position of the subsidiary.",Positive
738,These departments confirm the appropriateness and legitimacy of the subsidiary of the subsidiary through regular and as needed information exchange with the subsidiary.,Positive
739,"Regarding the management of the subsidiary of the subsidiary, based on the regulations agreed with the subsidiary, we request our prior approval or report to our company, and based on the rules that have determined the matters to various conferences. We will deliberate at our Board of Directors.",Positive
740,"Regarding the risk management of finance, safety, quality, environment, disasters, etc., we call on subsidiaries to provide a system to promote initiatives, and ask the company to report to the Company promptly, as well as important issues and response. We will discuss at sustainability meetings, etc., based on the rules that have determined the matters to various conferences to the Company.",Positive
741,"The directors of the subsidiary will quickly determine the management policy based on the accurate information from the site, set the division of business, delegate the appropriate authority based on it, and to make the business efficiently.",Positive
742,"We request a subsidiary to develop a compliance system, and we will regularly check the situation and confirm that the results will be reported to our sustainability conference.",Positive
743,"Regarding issues and questions related to compliance in subsidiaries, we will grasp information about the laws and regulations of subsidiaries and corporate ethics through the internal reporting window installed by the subsidiary and the domestic subsidiaries installed by the Company. And the solution.",Positive
744,"In addition to expanding the ""Toyota Basic Philosophy"" and ""Toyota Action Guidelines"" to subsidiaries, we provide guidance to adopt the management philosophy of subsidiaries and action guidelines by implementing management philosophy through human exchange.",Positive
745,"In addition, clarification of the role and implementation of subsidiaries management, and each department is working to manage multifaceted in accordance with the position of the subsidiary.",Positive
746,"Furthermore, in each fiscal year, the implementation status of subsidiary management by each department is checked, and the results are confirmed at the sustainability meeting.",Positive
747,"Regarding the management of the subsidiary, we provide guidance to request our prior approval or report to the Company based on the regulations agreed with the subsidiary.",Positive
748,"Among them, important matters in group management are deliberated by the Board of Directors in accordance with the members of the Company.",Positive
749,"Regarding the risk management of finance, safety, quality, environment, disasters, etc., we will establish a system to promote our facilities, and report important risks to the Company promptly through regular communication with subsidiaries. I am looking for that.",Positive
750,"Regarding important issues and correspondence, we have discussed at the Sustainability Conference or Board of Directors based on the matters.",Positive
751,"The subsidiary has been reviewed, and the organizations for efficient business execution have been reviewed, the work has been properly divided, and the authority has been given, and we are seeking improvements as needed.",Positive
752,"In the important risks, subsidiaries have inspected the company's compliance, implementing activities to improve, and reports the results to our sustainability meeting.",Positive
753,"In addition, we are developing the financial compliance at the subsidiary to the subsidiary to the subsidiary.",Positive
754,"The Company teaches its subsidiaries to provide regular independent inspections so that the rules and the like spread to the daily work of each subsidiary, and provide direct audits and special audits at any time based on the subsidiary accounting audit plan to be formulated every term. We have implemented and report the results to our related officers.",Positive
755,"In addition, in order to ensure that the duties of the subsidiary directors, etc. are conforming to law, we are working on awareness activities for the directors, such as providing laws and regulations that should be complied with, and the points of response.",Positive
756,"Regarding issues and questions related to compliance in subsidiaries, in addition to the internal reporting window installed by the subsidiary, as well as the reporting window for domestic subsidiaries installed by the Company, the subsidiary and our affiliated departments are investigated and responded to facts. We are taking necessary measures, such as improvement and related officers.",Positive
757,We will set up an auditors' office and place several full -time servants.,Positive
758,"The servant shall be able to follow the command order of the Audit & Supervisory Board, and in advance, the consent of the full -time audit auditor specified by the Audit & Supervisory Board of Auditors in advance is obtained.",Positive
759,We have set up an auditors' office and have several full -time servants.,Positive
760,"Regarding the organization change and human resources of the Audit & Cabinet Office, the Audit & Supervisory Board has the consent of the Audit & Supervisory Board.",Positive
761,"Directors will report to the Audit & Supervisory Board appropriately as appropriately to the Audit & Supervisory Board of Division as well as the main business execution, and will immediately report to the Audit & Supervisory Board if the company or subsidiary may cause significant damage.",Positive
762,"Directors, executive officers, and servants shall regularly report on business or at any time in response to the request of the Audit & Supervisory Board, and also report from the subsidiary directors as needed.",Positive
763,"In addition, we will report important reporting projects to the internal reporting window set up by the Company or subsidiary.",Positive
764,"For those who have reported to the auditor, we will establish a rule that stipulates that there is no disadvantageous handling due to the report.",Positive
765,"Directors, executive officers, servants, and subsidiaries have reported their businesses to Audit & Supervisory Boards as appropriate as appropriate, and reported by the Audit & Supervisory Association as needed, and may cause significant damage to the Company or subsidiary. When a certain fact is discovered, we will immediately report it to the auditor.",Positive
766,"The Company regularly reports to the audit auditor on the speak -up consultation window, the status of consultation at the reporting window for domestic subsidiaries installed by the Company and the internal reporting window installed by a subsidiary.",Positive
767,The rules related to the internal report are notified that those who report to the auditor will not receive disadvantageous handling due to the report.,Positive
768,"Regarding the costs required for the execution of the Audit & Supervisory Duties, we will appropriately take the budget measures that the Audit & Supervisory Board thinks, and the costs required for the reason that we did not expect at the time of budgetary measures will be the Company. Will bear.",Positive
769,"The costs required for the execution of the audit audience's duties are necessary for budget measures in the normal company procedure at the beginning of the fiscal year based on the audit plan, and for reasons that were not assumed at the time of budgetary measures. We also bear the costs.",Positive
770,"In addition to obtaining the audit auditor of the main board of directors, the direct use of important documents by the auditor, regular and at any time changing information exchange with accounting auditors, and direct appointment of external human resources as needed. To do.",Positive
771,"In addition to a system in which auditors can attend the board of directors who deliberate and resolve important projects, the important documents requested by the auditor are provided by the auditors.",Positive
772,"In addition, at the Auditors and Meetings at any time, we have an opportunity to exchange information by auditors and accounting auditors and internal audit departments.",Positive
773,"The Company has concluded a contract with outside directors and external auditors to limit the liability under Article 423, Paragraph 1 of the Companies Act, based on the provisions of Article 427, Paragraph 1 of the Companies Act. The limit of the responsibility is the amount specified in Article 425, Paragraph 1.",Positive
774,"In addition, the Company is a director (director (director) by a resolution of the Board of Directors, based on the provisions of Article 426, Paragraph 1 of the Companies Act so that directors and auditors can execute the duties to be performed more smoothly. The articles of incorporation stipulated that the liability under Article 423, Paragraph 1 of the Corporate Law of the Companies Act (including those who were auditors) (including those who were auditors) can be exempted by the limit of laws and regulations.",Positive
775,The Company stipulates that the directors will be within 20 people in the articles of incorporation.,Positive
776,"The Company stipulates that the resolution of the director of the directors will attend shareholders with more than one -third of the voting rights of shareholders who can exercise their voting rights, and that the majority of the voting rights will be made.",Positive
777,"In order to ensure the mobility of the capital policy, the Articles of Incorporation stipulates in the Articles of Incorporation that the dividend (interim dividend) stipulated in Article 454, Paragraph 5 of the Companies Act will be possible by a resolution of the Board of Directors.",Positive
778,"In addition to the above, the Articles of Incorporation stipulates the items listed in each item of Article 459, Paragraph 1 of the Companies Act, which enables resolutions with the Board of Directors.",Positive
779,"In order to improve the capital efficiency and implement a mobile capital policy according to the management environment, the Company will be able to acquire self -stocks by the Board of Directors' resolution based on Article 165, Paragraph 2 of the Companies Act. It is set.",Positive
780,"In addition to the above, the articles of incorporation stipulates that the matters listed in Article 459, Paragraph 1, Item 1 of the Companies Act will be possible with the Board of Directors.",Positive
781,"In order to conduct smooth operation of the General Meeting of Shareholders, the Company has more than one -third of the voting rights of shareholders who can exercise voting rights for special resolution requirements for a general meeting of shareholders stipulated in Article 309, Paragraph 2 of the Companies Act. The articles of incorporation stipulate that shareholders will attend and make a resolution with more than two -thirds of their voting rights.",Positive
782,"The Group is promoting management aiming to be a ""mass and glor value creation company"" based on the 10 -year long -term vision ""ValueGeneration 2020"" (hereinafter, VG2020), which started in 2011.",Positive
783,"To that end, the automation center has been expanded to 37 globally, a base that solves the issues of manufacturing sites with customers.",Positive
784,"In January 2020, the world's largest automation center was opened as ATC-TOKYO in Shinagawa, Tokyo, and the top management of customers around the world and the director of the factory were invited to co-create with customers. Is realized.",Positive
785,"In addition, the number of application engineers, which embodies the solutions by co -creation, is increased by 20 %, strengthening the ability to solve customer issues.",Positive
786,"In the healthcare business, we are promoting solutions with innovative devices, aiming to eliminate serious cardiovascular diseases.",Positive
787,"The world's first watch -type ""wearable blood pressure meter"" that can measure blood pressure is released in Japan, the United States, and Europe, and the ""Hematometer with Electric Details"" will be released in the United States, which will achieve the same clock measurement of blood pressure and electronics. did.",Positive
788,"Both products are the world's first product that has acquired medical device certification, including the US FDA (FoodandDrugAdministration).",Positive
789,"In the renewable energy area, by interacting with the product power centered on solar power conditioner and power storage system of the environmental business, engineering power of the social system business, and conservative services that can handle 24 hours a day, 365 days a year. We have built a system that can propose total solutions in energy management.",Positive
790,"In addition, the company is continuing to invest in IT infrastructure with a view to digitalization, and is working on a strong business base for the future.",Positive
791,"Specifically, we will ensure the safety of employees and prevent the spread of infectious diseases, and take responsibility for the product to customers.",Positive
792,"For example, in the factory automation area, traceability that supports medical goods and food items, improving and securing the quality of high -density implementation required for 5G, which is a next -generation social infrastructure, and mainly remote medical services in the healthcare area. We will solve social issues and lead to growth.",Positive
793,"In the social solution area, the integration of the social system business and environmental business will contribute to the realization of a resilient society, including energy management.",Positive
794,"""Interactive (new coordination of people and machines)"" provides new coordination between people and machinery, such as people and machines work together in the same workspace, and the machines understand and assist people's movements and ideas.",Positive
795,"In response to the expansion of the new colon virus infection, the Group launched a countermeasure headquarters in late January 2020, and started measures to ensure employees' safety and business continuation.",Positive
796,"After that, in collaboration with the President as the Director of the Democratic Division, in collaboration with the Group companies that develop around the world, support employees working in regulated areas with the highest priority on ensuring employee health and safety and preventing the spread of infection in the area. We are working on arranging substances and expanding home work, including the improvement of IT environment.",Positive
797,"Under the premise of ""with corona"", which coexists with the new colon virus infection, we have continued to ensure employees' safety and security and prevent the spread of infections into the region, and fulfill their liability to customers and fulfill their social responsibilities. To go.",Positive
798,The Group is working on building a business structure that is strongly profitable and competitive in changing the external environment by creating a growth project that captures social issues and continuously promoting ROIC management.,Positive
799,"Specifically, we are focusing management resources on the three businesses: factory automation, healthcare, and social solutions and the devices/modules that support them, and we are optimizing business portfolios.",Positive
800,"Therefore, the Group is needed in preparation for the occurrence of infectious diseases such as new influenza infections and new colonavirus infections, and large -scale earthquakes such as the Nankai Trough Giant Earthquake and the Director of the Tokyo Metropolitan area. For safety measures and business continuity, and early recovery, we are formulating measures for supply chain business (BCP), including purchasing, logistics, and IT.",Positive
801,"In addition, by conducting simulation and training assuming an emergency, we will enhance the awareness of officers and employees' crisis, revise the contents of the business continuation plan (BCP), and ensure its effectiveness.",Positive
802,"In addition, we have a system to centrally manage the production area information such as parts, and to grasp the risk of parts and other parts as soon as possible after disasters and infectious diseases.",Positive
803,"For this reason, if a disaster or infection occurs, the purchase procurement department has immediately confirmed that the procurement of parts is not hindered, and the necessary measures have been taken.",Positive
804,"In addition, some parts are secured according to the importance.",Positive
805,"Therefore, the Group has developed information security management systems and rules, and analyzes information handling, analysis of risk cases, and protection of personal information, including employee education and outsourcing management to enhance information literacy. We are taking measures such as sophisticated cyber attack measures, such as responding to the strengthening of laws and regulations, strengthening technical measures, and strengthening IT governance.",Positive
806,"Therefore, the Group has established a quality system certified by ISO9001, an international standard, develops and manufactures various products and services according to it, develops a quality check system, and conducts quality audits. By continuously improving the quality of all products and services, we aim to maximize customer satisfaction, and provide better products and services based on ""quality first"".",Positive
807,"Therefore, we position corporate ethics and compliance as one of the important issues of its activities in ""corporate management that fulfills social responsibility.""",Positive
808,"In particular, anti -competitive acts such as cartels, bribery, and other important risks are implemented to prevent the occurrence.",Positive
809,"Specifically, as a management policy, the ""Omron Group Management Policy"" is established, and the Group's specific action guidelines for executives and employees to practice the ""corporate management that fulfills social responsibilities"" are indicated. We have enacted the ""Omron Group Ethics Action Rules"" and inform them, and thoroughly comply with laws and regulations.",Positive
810,"In addition, the Corporate Ethical Risk Management Committee has been established to promote corporate ethics and compliance and promote corporate ethics and compliance.",Positive
811,"In addition, the president himself regularly disseminates instructions on thorough corporate ethics and compliance, providing opportunities for thorough awareness, as well as anti -competitive acts and bribery of cartels, as well as corporate ethics and compliance, to officers and employees. We provide regular training.",Positive
812,"In addition, an internal reporting window has been set up inside and outside the company, and reports are accepted for ""Omron Group Ethics Action Rules"", acts that violate employment rules, laws and regulations, and some acts.",Positive
813,"We maintain the contents of the report as a secret according to laws and in -house regulations, and do not provide disadvantageous treatment to the caller.",Positive
814,"In addition, the basic policy of anti -social elimination has been clarified in the ""Omron Group Management Policy"" and the ""Omron Group Ethics Rules"".",Positive
815,"Specifically, analysis and evaluation of policies such as raising tariffs in major countries, export restrictions based on security trade management, and restrictions on transactions for emerging technology, etc., and reviewing the transaction form and supply chain if necessary. We are trying to reduce business impacts by doing it.",Positive
816,"In addition, the risk is dispersed by producing products in parallel at multiple bases.",Positive
817,"Therefore, in the management of occupational safety and hygiene, the Company has promoted the acquisition of third -party certification based on international standards such as ISO45001 in order to achieve working conditions and work environment where employees can work safely and healthy. Forming an annual activity plan, based on that, globally operating and managing occupational safety and hygiene management, such as inspection of laws and regulations on occupational safety and health, human resources arrangement that manages occupational safety and health, and analyzing labor disaster data. doing.",Positive
818,"Therefore, the Group has built an environmental conservation system based on international standards such as ISO14001, has been certified as a third -party certification, and is working to comply with environmental laws and regulations.",Positive
819,"In addition, the Omron Group Environmental Policy has been established to realize the long -term vision of the Group, and based on the product planning, development, and design, procurement, manufacturing, distribution, sales, conservative services, resource recovery and reuse, And the entire value chain up to the disposal is being reduced from the product life cycle perspective.",Positive
820,"Therefore, the Group uses a third -party organization to regularly evaluate management risks, including the financial information of the suppliers, and implement measures in response to the risk level.",Positive
821,"In addition, by presenting a guideline for sustainable procurement to the supplier, and performing assessment at the procurement site regularly, confirm the status of compliance with the guidelines, and develop a mechanism to request improvement if there is any deficiencies. I operate.",Positive
822,"For example, we conduct surveys every year for conflict minerals, which have been increasing in social demands in recent years, disclose their initiatives on the website, and disclose the survey results at the request of customers.",Positive
823,"In the relationship with employees, we have established a reward system for the inventor and take appropriate measures.",Positive
824,"On the other hand, for unreasonable use of the group name of the Group by third parties, which has been increasing overseas, we regularly conduct counterfeit caught activities on the market and EC sites.",Positive
825,"Therefore, the Group stipulates the crisis response policy, system, procedure, etc. in the ""Omron Group integrated risk management rules"".",Positive
826,"In the event of a crisis, report and transmit information in accordance with the procedures specified in the rules, and form the necessary compatible teams.",Positive
827,"In order to perform risk management, including crisis response, globally and appropriately, each base has a risk manager to promote them.",Positive
828,The necessary matters to prepare for the crisis are discussed by the Corporate Ethics and Risk Management Committee.,Positive
829,"In addition, crisis response training and training are conducted so that they can respond quickly and appropriately in the event of a crisis.",Positive
830,"In order to properly deal with the crisis, we strive to understand the trends such as the media and SNS, so that we can disclose information in a timely and appropriate time.",Positive
831,"In intellectual property activities, a patent dojo that improves the skills of engineers for patents is executed at the domestic and overseas R & D bases, and by executing the invention reward system, the motivation for engineers to intellectual property activities is improved. We are trying to raise intellectual property activities.",Positive
832,"This segment has developed various elements and production technologies regarding the productivity and safety of the manufacturing industry and machine equipment, and improving the quality yield, and values ​​through a control application that combines new products and products. We are providing it.",Positive
833,"In order to improve productivity, the development of integrated integrated controllers by integrating control controllers and robot controllers is developed, mechanical equipment incorporated with robots is used at high speed, and the development period of machine equipment is greatly reduced. Was realized.",Positive
834,"In addition, an autonomous mobile robot model with AI has been added, and the maximum load capacity, which was 90 kg, has been expanded to 250 kg.",Positive
835,"In addition, a control application that synchronously controls with the transport device is developed in the conventional image inspection device, making it possible to test without stopping the device even during transportation, and the production time is greatly reduced. I have done it.",Positive
836,"In order to improve safety, we have renewed the safety line curtain that detects workers at the manufacturing site, and has a selection of models that can be used everywhere in the production site.",Positive
837,"In the improvement of quality yield, we have developed a control application that combines a two -dimensional code reader, laser marker, and controller, and has developed an individual management system that eliminates the required upper server.",Positive
838,"This segment is an electromycanical component product centered on relays, switches, connectors, embedded imaging software, optical technology, MEMS technology, etc. We are working on developing new products that meet our needs as a strength.",Positive
839,"In the optical technology, the use of unique optical techniques and adopts an Omron's unique ""troyedal lens structure"" that combines four types of aspherical lenses, regardless of the color or material for detected, such as mirrors, black, and transparency. Limited reflector sensors for commercial use and industrial equipment incorporating stable detection within a wide range of detection have been released.",Positive
840,"It reduces settings for each detected object, malfunctions due to the color and background of the object, and the unstable operation due to the position misalignment of the detection object, achieving automation of various operations, and contributes to the solution of customer issues.",Positive
841,"In modularization technology, the world's first ""T -type circuit structure"" is adopted, and a long life that outputs a signal with no contact is combined with multiple small semiconductor relays, and ""leakage current"" which was an issue with a semiconductor test device. Released a minimized relay module.",Positive
842,"Combining the strengths of contact relays used in high -precision measurements and the features of the small and long -life semiconductor relay, it has been a long -standing challenge in the test device, and downtime reduction by maintenance. I will balance.",Positive
843,"This segment is a product that contributes to the safe, secure, and comfortable for users in public places, such as stations and roads, and develops a sensor system robot that detects people who incorporate AI and IoT technologies and car movements. I am working on it.",Positive
844,"In recent years, as the technology to improve labor productivity in social infrastructure has been required in recent years, we are working together with universities.",Positive
845,"This segment is integrated with the marketing department and R & D department, aiming to raise and create true user needs and aim to further increase development speed.",Positive
846,"In addition, the R & D department is the healthy life of each person's healthy life, aiming for zero the onset of brain and cardiovascular diseases, the ""respiratory business"" aims to zero the patient of asthma, and the drug. We aim to create a new product that can provide new value in the three business areas of ""Pain Management Business"", which aims to relieve pain without help.",Positive
847,"As a main development theme of the current period, the cardiovascular business is working on the development of a hematometer equipped with a new blood pressure measurement technology.",Positive
848,"In the respiratory business business, we are working on the development of equipment that measures signs and symptoms of asthma attacks.",Positive
849,"In the pain management business, we are working on the development of low -frequency therapy devices equipped with new pain easing technology.",Positive
850,"In the environmental business, in order to respond to the growing interest in renewable energy, the power of power -powered power conditioners for power storage systems and power conditioners for solar power generation, such as high -efficiency and smaller weight reduction, and power -generated power generated. We are working on creating products that meet consumption needs.",Positive
851,"Corporate governance in the Group is based on the ""corporate philosophy"" and ""management stance"", with the support of all stakeholders, and to achieve sustainable corporate value. It is a mechanism to enhance gender, make prompt decisions, organic organically from the director to the execution site, speed up management, and strengthen the competitiveness of companies. It is to work.",Positive
852,We have selected a company with the Audit & Supervisory Company as an institutional design under the Companies Act.,Positive
853,"In addition, in order to strengthen the supervision function of the Board of Directors, a personnel advisory committee, President's Nomination Advisory Committee, Remarks Advisory Committee, Corporate Governance Committee have been established, and the Audit & Supervisory Committee has been established by the Audit & Supervisory Committee. We build a hybrid -type engine design that incorporates excellent aspects and functions.",Positive
854,"The Board of Directors is composed of eight directors, demonstrating supervision functions for business in general through the appointment of directors, auditors, executive officers, the decision of the directors and executive officers, and the decisions of important business executions, etc. The fairness and transparency of management is ensured.",Positive
855,"In addition, in order to strengthen the supervision function, the director and execution are separated, the majority of the directors are not executed by directors, and the percentage of independent directors is one -third.",Positive
856,"The Chairman of the Board of Directors is the chairman of the board of directors who has no representation, and is directly supervised by the stakeholder without execution.",Positive
857,"Although there are no full -time staff members of the independent directors, the staff of the ""Directors"" and ""Global Strategy Headquarters"" is appropriate.",Positive
858,"The Audit & Supervisory Board is composed of four auditors, and is working to establish a system to ensure the effectiveness of each audit audit.",Positive
859,The Audit & Supervisory Board Members are conducting legal audits and valid audits on the execution of the directors and the implementation of the Board of Directors.,Positive
860,"Although there are no full -time staff members of the independent auditors, the staff of the ""Auditor Office"" is appropriate.",Positive
861,"The Chairman of the Human Resources Advisory Committee, the President's Aviodent Advisory Committee, and the Reward Advisory Committee are all independent directors, and the majority of members of the committee are independent directors.",Positive
862,The Corporate Governance Committee's chair and committee members are independent directors and independent auditors.,Positive
863,No president CEO belongs to any committee.,Positive
864,"The HR Advisory Committee formulates the selection criteria and policies for the personnel affairs of directors, auditors, and executive officers, and discusses candidates.",Positive
865,"The President's Nomination Advisory Committee has deliberated on the President's CEO candidate, a successor plan and a successor plan (success plan), which specializes in the selection of the president.",Positive
866,"The Remarks Advisory Committee formulates policies on rewards of directors and executive officers, and discusses the level and remuneration amount.",Positive
867,The Corporate Governance Committee is discussing the continuous enhancement of corporate governance and measures to enhance the transparency and fairness of management.,Positive
868,"As mentioned above, the Company has selected a company with the Audit & Supervisory Association.",Positive
869,"The Board of Directors will demonstrate supervision functions for business in general through the appointment of directors, auditors, executive officers, the rewards of directors and executive officers, and important business executions, etc., and to improve sustainable corporate value. do my best.",Positive
870,"The Audit & Supervisory Board and Audit & Supervisory Boards conducted a legal audit and validation of the execution of the director's duties and the supervision of the Board of Directors, and ensures the soundness of the company to improve the sustainable corporate value. We are acting for shareholder joint benefits.",Positive
871,"In addition, based on the Audit & Supervisory Board of Auditors, we believe that each Audit & Supervisory Board can exercise the authority alone and play an important role in strengthening internal control.",Positive
872,"Furthermore, in order to strengthen the supervision function of the Board of Directors, the Board of Directors has set up a personnel advisory committee, the president's nomination and advisory committee, and a reward adviser committee under the Board of Directors, and all committee chairs shall be independent directors and committee members. Is an independent director of the independent company.",Positive
873,"In addition, the Corporate Governance Committee has set up to improve the corporate governance, and the chairman and committee are independent directors and independent auditors.",Positive
874,"In particular, the President's Nomination Advisory Committee specializes in the appointment of the president, which is the most important matter in the supervision function, and by these unique ingenuity, a mechanism to enhance the transparency and objectivity for management's decision -making. We are building and functioning.",Positive
875,"In this way, we believe that the hybrid -type corporate governance system, which takes advantage of the superior corporate governance system of the company with the Nomination Committee, is an optimal system for us.",Positive
876,"The Company has developed an internal control system, constantly clarifying various risks in the internal and outsidees, which may hinder sustainable corporate value, and implement accurate measures.",Positive
877,"As an internal audit function, the global audit room, which is the direct control of the president, regularly performs internal audits such as accounting, business, business risks, and compliance of each headquarters function and each business company, and monitoring and operating. We provide specific advice for improvement.",Positive
878,"The Group promotes the Corporate Ethics Risk Management Committee as a promotion organization, and has integrated compliance and risk management.",Positive
879,"This response is handled by the direct control of the President, and further promotes and thoroughly promoting the activities, further strengthening the changing ability of the Company.",Positive
880,"We also inform the executives and employees of the Group the action guidelines, and conduct necessary training.",Positive
881,"In addition to regularly holding the Corporate Ethics Risk Management Committee, the October is established as a corporate ethics month, and the top messages to executives and employees in Japan and overseas are distributed, workplace training, and corporate ethics card distribution.",Positive
882,Internal reporting window is installed and operated at major domestic and overseas bases.,Positive
883,"In addition, in order to ensure accuracy, timely and comprehensible information on information disclosure, we regularly hold the information disclosure executive committee and provide training to prevent insider transactions.",Positive
884,"In the internal audit division, we regularly conduct business audits for the Group's division.",Positive
885,"In the current fiscal year, we strive to improve our Group Governance, which was globally checked by group companies, and promote discussions on cover -related matters in decision -making organizations, such as the Board of Directors, etc. 。",Positive
886,"Based on the ""Omron Group integrated risk management rules"", we identify the risks related to the Group from a global perspective every year, add analysis, and specify important risks for the Group.",Positive
887,"For specified risks, we are taking risk measures through the executive meeting.",Positive
888,"We have selected the sectional section of risk measures, confirm the progress of measures at the Corporate Ethics Risk Management Committee every quarter, and promote initiatives systematically.",Positive
889,"In addition, ""risk managers"" have been appointed at domestic and overseas group companies, and the global network is used quickly to share daily risk information and discussion consultation, and respond to internal and external environmental changes. Measures are implemented by the site and management together.",Positive
890,"In the current fiscal year, in order to respond to geopolitics risks of changes, we promptly understood and confirm the impact of various countries.",Positive
891,"In addition, as a crisis, we are working on the Omron Group to take measures against new colon viral infections.",Positive
892,The Company has provided a provision for responsibilities limited to external directors and external auditors so that outside directors and external auditors can fully demonstrate their expected roles.,Positive
893,"Based on the provisions of the Articles of Incorporation, the outline of the liability limited contract concluded with all the outside directors and the outside auditors is as follows.",Positive
894,"After the conclusion of this Agreement, the external directors are in good faith in their duties for the responsibility under Article 423, Paragraph 1 of the Companies Act, and if there is no serious negligence, Article 425 of the Companies Act. Damage compensation shall shall be liable for any high amount of the minimum liability limit specified in Paragraph 1.",Positive
895,"After the conclusion of this agreement, the external auditors were in good faith in the duties of Article 423, Paragraph 1 of the Companies Act, and if there were no serious negligence, or Article 425 of the Companies Act. The damages shall be responsible for the high amount of the minimum liability limit specified in Paragraph 1.",Positive
896,The Company stipulates the number of directors in the articles of incorporation.,Positive
897,"In the appointment of directors, the number of appointment resolutions has been reduced in the articles of incorporation.",Positive
898,The director of the constant company is within 10 people.,Positive
899,Directors will be appointed at the General Meeting of Shareholders.,Positive
900,"The appointment resolution of the directors will be attended by shareholders with more than one -third of the voting rights of shareholders who can exercise voting rights, and have a majority of their voting rights.",Positive
901,Director's appointment resolution is not due to cumulative voting.,Positive
902,"We can acquire our own shares through a resolution of the Board of Directors according to the provisions of Article 165, Paragraph 2 of the Companies Act so that we can carry out flexible management in response to changes in the economic situation. , The articles of incorporation.",Positive
903,"In order to provide flexible profits to shareholders, the Company can make an interim dividends on September 30 every year based on the resolution of the Board of Directors, according to the provisions of Article 454, Paragraph 5 of the Companies Act. , The articles of incorporation.",Positive
904,"In order to make a special resolution flexibly, the resolution of the General Meeting of Shareholders stipulated in Article 309, Paragraph 2 of the Companies Act is a shareholder with more than one -third of the voting rights of shareholders who can exercise voting rights. However, the articles of incorporation are stipulated in more than two -thirds of the voting rights.",Positive
905,We provide more people with permanently coexisting cars with the earth and society.,Positive
906,"Since the publication of the medium -term management policy, from the overall optimal perspective, we have identified priority issues to improve brand value and reduce brand value, and promote measures and goals, and reflect them. The medium -term management plan was announced in November 2019.",Positive
907,Investment in which the staff staff can afford to treat customers-investment in a comfortable space,Positive
908,Investment in enhancing customer events and experiences,Positive
909,"As the technology of cars becomes complicated, we strive to prevent quality issues and reduce quality response costs by early detection and early solutions.",Positive
910,"Investment in making friends (collaboration with Alliance partner, etc.)",Positive
911,Investment in environmental safety,Positive
912,"In addition, local business partners are continuously conducting discussions on cash flow and employment maintenance as needed.",Positive
913,"The Group is striving to improve quality to respond to market demands, while making the best efforts to ensure product safety.",Positive
914,"The Group has taken measures to prevent information security to protect personal information and confidential information, and to prevent compliance with laws and regulations.",Positive
915,"Furthermore, if you detect the compliance projects, we have a prompt system, preventing the Group's social trust and reputation.",Positive
916,"""SkyActiv-X"" combines the good growth of high rotation unique to gasoline engines and the features of the excellent fuel efficiency, torque, and responsiveness of the diesel engine, and has a pleasant running of human horses and excellent environmental performance. Mazda's unique new generation gasoline engine.",Positive
917,"In addition, the adoption of the mild hybrid system ""MHYBRID"" supports smooth, pleasant running and efficient fuel consumption.",Positive
918,"In addition, at the 46th Tokyo Motor Show held in October 2019, the Company will unveil the world's first Mazda's first mass-produced EV ""MAZDAMX-30 (MAZDAMX-30)"". did.",Positive
