,news_content,impact_type
1119,"BMW, Porsche, Tesla are already customers ""Hon Hai's attack tram is faster than expected, so it is based on this"" three swordsman """,0
1120,Report the Ping An APP during the earthquake! The birth of LINE was originally related to this ...,0
1121,"Powerful marathon runner! Fubon Financial Holdings advocates ""Run for Green"", and changes a tree in 40 kilometers",0
1122,The electricity price discount plan that was introduced in July has allowed users to reduce their monthly electricity bills and summer expenses by a factor of two. How much can be saved in one picture?,4
1123,The electricity price discount plan that was introduced in July has allowed users to reduce their monthly electricity bills and summer expenses by a factor of two. How much can be saved in one image?,4
1124,"In July, the electricity price discount plan was introduced! Individuals living below a temperature of 2,000 degrees can take advantage of the summer and save on monthly electricity bills. How much money can be saved in one picture?",4
1125,"In July, the electricity price discount plan was introduced! Individuals living below a temperature of 2,000 degrees can take advantage of the summer and save on monthly electricity bills. How much money can be saved in one photo?",4
1126,"How much can be saved by using a single picture to relieve the electricity costs of summer vacation, especially with the launch of an electricity price discount plan in July?",4
1127,"Everyone pursues ""black card unlimited brush""! This ""black card"" can improve your consumer conscience and control your carbon emissions",0
1128,Keep up with the footsteps of international energy transformation to develop green electricity sustainable environment,3
1129,"Modern cars are fighting! Kona Electric, the cheapest electric vehicle in Taiwan, is on sale",0
1130,"Why did Zhang Dong, the boat owner, have to pay tens of millions of dollars to several Taiwanese businessmen for the money laundering and retreating involved in catching catfish in Africa by Credit Suisse?",1
1131,"Why did Zhang Dong, the boat owner, have to pay tens of millions of dollars to several Taiwanese businessmen for the money laundering and retreating involved in catching catfish in Africa through Credit Suisse?",1
1132,"Despite the fact that Credit Suisse illegally caught catfish in Africa and then laundered significant amounts of money, why did Zhang Dong, the boat owner, have to pay out hundreds of millions to Taiwanese businessmen?",1
1133,"Despite the fact that Credit Suisse illegally caught catfish in Africa and then laundered significant amounts of money, why did Zhang Dong, the boat owner, pay out hundreds of millions to Taiwanese businessmen for jumping?",1
1134,"Due to Credit Suisse's acquisition of catfish in Africa and subsequent laundering, which resulted in the unauthorized jumping of tens of millions of dollars into the water, why did Zhang Dong, the boat owner, compensate numerous Taiwanese businessmen?",1
1135,Every position is key! The upper and lower hearts are all invested in small and medium -sized enterprises to fully start ESG,0
1136,"The power of the market for carbon and racing: The carbon trading mechanism seduces the company to actively ""turning green""",3
1137,A different CSR experiment,0
1138,"Qiu Fusheng and the other tycoon in film and television circles, who were friends for 40 years, tear up their face on stage.",1
1139,"During the 40-year friendship of the two film and television magnates, why did they tear up their rival's face on stage?",1
1140,"During the 40-year friendship of the two film and television magnates, why did they tear apart their faces on stage?",1
1141,"Qiu Fusheng and the other tycoon in film and television circles, who were friends for 40 years, tear up their face on stage during this difficult period.",1
1142,"The two film and television tycoons, who had been friends for 40 years with each other, caused Qiu Fusheng's face to be broken on stage.",1
1143,Start the line of class auxiliary teaching plan Lianhua Electronic ignition the flames of learning,0
1144,"""Taiwan Turkey"" turns away from the shore wind power hegemony! A word in English is not.",0
1145,"Carbon neutralization and business opportunities take off renewable energy, energy storage industry and electric vehicles will usher in the golden period of the next five to ten years",3
1146,"""I personally hold my ancestors and my brother into the coffin, and I am in the depths of the pain."" Guo Taiming recalled his love: I hope that cancer friends will not ask how long I can live",3
1147,"Comprehensive shortage! How to sell ""functional eggs"" into big trees and Japanese medicine babies, so that the pharmacy can also buy eggs",0
1148,"The grass-roots medical roar, which has led to an increase in health insurance premiums, cannot save the hard-earned money!",4
1149,"The grass-roots medical roar, which has led to an increase in health insurance premiums, cannot save the hard-earned lives!",4
1150,"Health insurance premiums have gone up due to the grass-roots medical roar that began at the end of May, leaving those who earned it behind in the dust.",4
1151,"Health insurance premiums have gone up due to the grass-roots medical roar that began at the end of May, leaving those who earned it in peril without assistance!",4
1152,"With the grass-roots medical roar, health insurance has hiked up premiums and cannot save hard-earned lives!",4
1153,Where is the future of the countryside?,3
1154,"The ""Carbon Yuan"" era is coming! How to trade carbon rights will become a highlight",3
1155,"ESG+Live 2 ""Hsinchu Wufeng Xia Xia's lamp",0
1156,"Consumption of consumption of modern people: CP value, online shopping, corporate social responsibility",3
1157,"Don't think ""it must be saved when it rains""! If the rainfall does not meet the ""condition"", the reservoir cannot quench thirst at all",3
1158,"The world's first person to die because of ""air pollution"": 9 -year -old girls died of asthma, and after 7 years, she was justice",3
1159,"""Thinking of tears at that time ..."" Changhua Bicycle Factory insisted that he could not go to China and boiled for 23 years to conquer European and American customers! 3 Key turn over and go to the counter",0
1160,"A decision, let it stabilize the maximum soft board supplier of the military laptop! Yuanyu's transformation of niche products is successful. The next step is to attack electric vehicles",0
1161,"TSMC also finds it! Taiwan's engineering leader for 1,000 days: How does Zhong Ding make difficult scientific and technological cases from 0 to 40 % of orders?",0
1162,"""Carbon revealing A coffee"" light treasure energy saving carbon reduction evolution theory",0
1163,Xie Jinhe: I have two more policies in offshore wind power and crisis. Seeing the persistence and will of President Xiao Ying,3
1164,"Nike and adidas are end users! Costing the environmental protection trend, it is advisable to transform the elastic yarn, so that the sports brands are buried, and the behind -the -scenes push is him.",0
1165,Air pollution threats! 6 moves in life reduce PM2.5 exposure,3
1166,"""I watched 30 times of Kung Fu Panda!"" Why did the big boss of this TSMC ask for employees to finish watching three movies to be the supervisor?",0
1167,"Five years of establishment and $ 3 billion in market value, why did the founder ""expel"" all shareholders and donate the company to ""Earth""?",0
1168,"Rebuild the pig farm and start with ""30"" in practice!",3
1169,"""Anju Case"" Linkou House takes into account the quality of residence and public welfare! Family members of the disabled: no longer need to be discriminated against by the rental market",3
1170,What is your approach to measuring the success of your life?,4
1171,What is your method for evaluating your life?,4
1172,By what means do you evaluate your life?,4
1173,By what means would you gauge your life's outcome?,4
1174,What's your method of evaluating your life?,4
1175,"The family push the ""Friendly Time Map"" app! Check the 50 % off for seconds, and the goal saves 30 % of the remaining food",0
1176,"Practice the environment for sustainability, Pepsi target launched new plant snacks and beverages in early 2022",0
1177,"A whale can reach thousands of trees! Experts tell you: Why ""Whale"" is a natural artifact that relieves the climate crisis",3
1178,The old -time electric motor vehicle was exchanged for carbon rights.,3
1179,Plant meat burgers are no longer available at McDonald's as customers who do not have a fleshy eater will not pay for them.,1
1180,"Due to the absence of a fleshy consumer, McDonald's discontinues the sale of its plant-based burgers.",1
1181,McDonald's discontinues the sale of burgers made from plant meat. Individuals who do not have a fleshy eater will not pay for it.,1
1182,McDonald's discontinues the sale of burgers made from plant meat. Individuals who do not have a fleshy eater will not pay for them.,1
1183,Plant meat burgers are no longer available at McDonald's as customers who do not have a fleshy eater will not be charged for them.,1
1184,The beauty of the Siberian Maldives on IG Booming.com seems to be caused by industrial pollution and chemical artificial lakes.,1
1185,The beauty of the Siberian Maldives on IG Booming.com seems to be caused by industrial pollution and artificial lakes.,1
1186,"Does IG Booming.com's interest in the Siberian Maldives actually involve actual industrial pollution, such as chemical artificial lakes?",1
1187,Does IG Booming.com's interest in the Siberian Maldives seem to be focused on industrial pollution and chemical artificial lakes?,1
1188,"IG Booming.com's photographs of the Siberian Maldives appear to depict lakes that are not actually industrial-polluted, chemically treated artificial lakes.",1
1189,"ESG's inadequate execution is preventing Apple from fulfilling their orders. They employ students illegally to work night shifts, and Apple new business partners use call card technology to secure contracts.",1
1190,"ESG's inadequate execution is preventing Apple from fulfilling their orders. They employ students illegally to work night shifts, and Apple new business partners use call card technology to avoid this practice.",1
1191,"Due to the inadequacy of ESG's execution, Apple is unable to fulfill their orders. They employ illegally hired students who work night shifts and are required to use call card services for new business.",1
1192,"Due to the inadequacy of ESG's execution, Apple is unable to fulfill their orders. They employ illegally hired students who work night shifts and are required to use call card services with Apple.",1
1193,"Apple has been unable to fulfill their orders due to the underperformance of ESG. They are hiring students illegally for night shifts and working overtime, while Apple new business is using call card companies instead.",1
1194,Apple issued $ 4.7 billion in green debt! And purchase low -carbon aluminum metal for iPhone SE,0
1195,"The first case in Taiwan! The EIA passes, the Tai Ni Peace Plant will help Hualien to burn domestic garbage",0
1196,"Hetai trims carbon reduction, and 40 % of electric vehicles will be sold in 2025! Why can hybrids be more carbon and neutralize?",0
1197,"Increased production capacity and decreased sewage volume, it repeatedly used a drop of water for 13 times ... This company subverts the image of paper manufacturing",0
1198,"Despite Evergreen's continuous sprinkle for 40 months, the teapot storm caused Yangming Shipping to fail in closing at the end of the year.",1
1199,"Despite Evergreen's continuous sprinkle for 40 months, the teapot storm caused Yangming Shipping to fail at closing at the end of the year.",1
1200,"Evergreen waited 40 months for the closure of Yangming Shipping, but it was shut down at the end of the year due to a teapot storm.",1
1201,"Evergreen waited 40 months for the closure of Yangming Shipping, but it was shut down at the close of the year due to a teapot storm.",1
1202,"For 40 months, Evergreen remained present while the teapot storm devastated Yangming Shipping, which had not closed at the end of the year for an extended period.",1
1203,"The large US server manufacturer has taken the lead in creating a green energy machine room. The 13 -year revenue has increased seven times, and it is fascinating to return to Taiwan to expand its production!",0
1204,"Take the lead in reducing the pollution environment! Formoscus Dong Zone Lin Jiannan: After 2025, the production of disposable people's livelihood supplies will be stopped after 2025",0
1205,"There are also Noah's Ark in agriculture! Do you know that there are plants on the verge of extinction? ""Stay"" not only to preserve genes, but also sustainable",3
1206,"No cow? Israel's newly developed R & D and cultivation milk, obtained 10 million US dollars of funds 挹 note",0
1207,The three problems that buses and passenger transportation are also faced,3
1208,"The Arctic Circle is green, green is so numb! Amazing scene of drones to shoot ""Earth Warm"": the whole world is impacted",3
1209,"Love the earth's most in revolutionary enterprises first learn ""zero abandonment""",3
1210,KPMG Anhou Jianye released the ESG commitment progress report,0
1211,"Yan Chen Lilian was a dream of Yan Kai, but he was reluctant to test drive the new car of Nazhijie? How to transform for nearly 1,500 days, a pair of red high heels is out of dew",0
1212,"Europe and the United States are committed to energy conservation and carbon reduction, Taiwan's target ""non -nuclear home""! Focus on global policies, assists 12 Green Electric Concept Stocks",3
1213,"The rotation system, the vulnerability of the statement ... frequent cases of disadvantages, and the internal and disadvantages of the bank!",0
1214,When Tesla becomes an Android in the electric vehicle industry ... Gu Yuehan: Taiwan is expected to follow the PC and mobile phone mode to eat outsourcing,3
1215,"""Flexible, efficient, and elasticity"" traditional industries introduced AI new industrial: one day in the past production line, now 3 minutes",0
1216,"Paulists and users pay! Zhan Shungui: In addition to the net zero carbon entry method, the government shall levy carbon tax and increase the price of water, electricity and oil",3
1217,"It lost nearly 500 million in 6 years and was questioned by shareholders. Ling Hua let go of it, but it is expected to enter the BMW and Fox supply chain!",0
1218,"Happiness Enterprise ""led the first of public shares! Heku next year's salary increase of 6.6 %, and the year -end bonus ""far more than seven months""",0
1219,"Food and beverage feedback vouchers are waiting for you! At the moment of the public transportation of the Youyou Card ""Beep"", the ""carbon reduction"" game has begun",0
1220,"311 Ten Anniversary """" Even if 50 million people are evacuated, the ""worst script"" is still not over ... then the prime minister, Naoto Naoto revealed the biggest fear in his heart",3
1221,"Exclusive interview ""UNIQLO came to Taiwan for 10 years and turned into Taiwan's"" National Brand ""Japanese CEO 4 major business mentality",0
1222,What happened to the value of Nanshan after it lost 300 billion?,1
1223,"Did the Xi'an and Io’an industries be responsible for the 300 billion-dollar drop in Nanshan's value, as evidenced by the shocking storm from Runtai Group that was ""shocked but not dangerous""?",1
1224,"Despite the runtai group's ""shocked but not dangerous"" storm, what happened to Nanshan’s net worth plummeting to 300 billion?",1
1225,"Did the Xi'an and Io’an industries be responsible for the 300 billion-dollar drop in Nanshan's value, as evidenced by the shocking storm from Runtai Group that was ""shocked but not dangerous"".",1
1226,"Despite the runtai group's ""shocked but not dangerous"" storm, what happened to Nanshan’s net worth of 300 billion?",1
1227,"Chao Ye advocates for the 18-year-old to open the ""not in national voting"" fear card and the constitutional amendment project.",4
1228,"Chao Ye advocates for the 18-year-old to open the ""not in national voting"" fear card and constitutional amendment project.",4
1229,"The ""not in national voting"" fear card and constitutional amendment project are supported by Chao Ye, an 18-year-old with citizenship.",4
1230,"""Not in national voting"" fear card and constitutional amendment project are supported by 18-year-old Chao Ye.",4
1231,"The ""not in national voting"" fear card and constitutional amendment project are supported by Chao Ye, an 18-year-old citizen.",4
1232,"""At the moment signed the husband's surname, he was hesitant.""",0
1233,"The lazy bag of the second level is available for studying and exploring the stadium, with 7 images mastered the latest regulations.",4
1234,"The lazy bag of the second level is available for studying and exploring the stadium, with 7 images mastered the latest guidelines.",4
1235,"Education and the stadium are both covered in the second lazy bag, which includes 7 pictures that learn the latest rules.",4
1236,"Education and the stadium are both covered in the second lazy bag, which includes 7 pictures that learn the latest guidelines.",4
1237,"For education and the stadium, the lazy bag with a second level is now available! 7 pictures mastering the latest regulations.",4
1238,"The Hon Hai Buyanghong Six inch factory, as proposed by Liu Yangwei, is anticipated to address the three significant issues of electric vehicles.",4
1239,"The Hon Hai Buyanghong Six inch factory, as proposed by Liu Yangwei, is anticipated to address the three significant concerns regarding electric vehicles.",4
1240,"It is anticipated that the Hon Hai Buyanghong Six inch factory, led by Liu Yangwei, will address the three primary concerns of electric vehicles.",4
1241,"Hon Hai Buyanghong Six inch factory, led by Liu Yangwei, is anticipated to address the three significant concerns regarding electric vehicles.",4
1242,"Hon Hai Buyanghong Six inch factory, led by Liu Yangwei, is anticipated to address the three significant issues of electric vehicles.",4
1243,"Tobit the Japanese by ""not management""! Getting off nearly a hundred companies in the world.",0
1244,A coffee cup conquer the international food supply chain Yongfeng Yu to use food paper to the world stage will find new business opportunities with raw materials,0
1245,"Yin Chongyao, who is under 40 years old and controls the 5 trillion empire of Nanshan, faced significant challenges after only one month in office. How can he achieve this feat?",4
1246,"The life insurance industry faced its most significant challenge after Yin Chongyao took office for only one month. How can he manage to carry on the legacy of Nanshan, which has a population of 5 trillion and is under 40 years old?",4
1247,"The life insurance industry faced its most significant challenge after Yin Chongyao took office for only one month. How can he manage to carry on the legacy of Nanshan, which is worth 5 trillion and has a younger population under 40 years old?",4
1248,"Yin Chongyao, who is under 40 years old and controls the 5 trillion empire of Nanshan, faced significant challenges after only one month in office. How can he navigate this challenge?",4
1249,"How can Yin Chongyao, who is under 40 years old and owns the 5 trillion empire of Nanshan, navigate through the most difficult period in his administration since he assumed office one month ago?",4
1250,A learning organization and rubber band.,4
1251,A rubber band and learning organization.,4
1252,rubber band and learning organisation.,4
1253,a rubber band and learning organisation.,4
1254,A symbiotic network and educational program.,4
1255,Why is the nuclear fourth controversy? Does Taiwan really need the fourth nuclear power plant?,3
1256,90 % of the turtles contain garbage in their bodies! Plastic bags made by convenience and selfishness are their fatal killer,3
1257,"Last year, hundreds of millions of cartons were used online, and more than 10 % of this year ... How did the home economic detonation of the crisis of the bag material solution?",0
1258,"AI intelligent allocation case, operating members, how can Xinyi houses achieve the digital transformation of Fang Zhongye?",0
1259,"What a envious! Hon Haiya was born 20 millionaires in the afternoon. Liu Yangwei ordered three major challenges ""Hon Hai is transforming gorgeous""",0
1260,Pursuing net zero emissions from changing behaviors to start Mori Energy to create Taiwanese enterprises into the world ESG model,0
1261,"Garbage, you are ""key resources""!",3
1262,The 30 % of the world's rear entertainment system is arranged by them! How does the four generations of Datong lead 10 people start a small company and defeat the Japanese merchant into the Toyota supply chain?,0
1263,"Xi Jinping's secret weapon of reducing carbon reduction has something to do with Toyota? Expert warning: Trump will not shot again, and will watch China become an electric vehicle overlord",3
1264,"The Russian War ""EU promotes the serious damage of net zero emissions to the Russian economy! Carbon threatening Russia's foundation, why is Putin good?",3
1265,"Coca-Cola has been ranked as the top performer in the world for plastic pollution worldwide for three years, even though its water is considered ""fat house happy.""",1
1266,"Coca-Cola has been ranked as the top performer in the world for plastic pollution worldwide for three years, even though its water is considered ""fat house happy"" and not happy.",1
1267,"Although ""Fat House Happy Water"" is true, Coca -Cola has been the world leader in plastic pollution for three years in a row.",1
1268,"Although ""Fat House Happy Water"" is true, Coca -Cola has been the world leader in plastic pollution for three consecutive years.",1
1269,"Plastic pollution world ranking Coca -Cola has been the winner of consecutive ""Fat House Happy Water"" cups for three years.",1
1270,"SBF, the founder of FTX, was authorized to receive insurance, costing 7.6 billion, and including the use of monitoring and control devices.",1
1271,"SBF, the founder of FTX, was authorized to receive insurance, costing 7.6 billion, and including the use of monitoring and control equipment.",1
1272,"Insurance coverage was granted to SBF, the founder of FTX, with a cost of 7.6 billion, and parents are wearing instruments to supervise and control devices.",1
1273,"Insurance coverage was granted to SBF, the founder of FTX, with a cost of 7.6 billion, and parents are wearing instruments to oversee and control activities!",1
1274,"""SBF, the brainchild of FTX founders, was granted insurance coverage at a cost of 7.6 billion, and parents are fully equipped to handle any recuperation.""",1
1275,"Sustainable is a good business? CEO of Google: The product is environmentally friendly, and the search engine will help you!",0
1276,"The scam of ""Truck industry Tesla"" Nikola is a complex one that involved technical exaggeration, fake orders, and the production of fake movies.",1
1277,"The scam of ""Truck industry Tesla"" Nikola is a complex one that involved technical exaggeration, fake orders, and the production of fake films.",1
1278,"The deception of ""Truck industry Tesla"" Nikola was a complex scam that involved technical exaggeration, excessive order irrigation, and the fabrication of fake movies.",1
1279,"The deception of ""Truck industry Tesla"" Nikola was a complex scam that involved technical exaggeration, excessive order irrigation, and the fabrication of fake films.",1
1280,"It's a complex scam! ""Telastic of the Middle East"" Nikola was tricked and deceived using technical exaggerations, imposition of taxes, and even fake films.",1
1281,"The steel industry looks at the zero abandonment! Taiwan Steel Union ""mining alchemy"", will handle Daxi Creek set off dust on Dazuxi next year",0
1282,"Together the global sustainable development goal of Taiwan and the United States and the U.S. Sustainable Agricultural Forum, experts and scholars from all walks of life have joined forces",3
1283,"Taiwan Microsoft for the first time in 15 years internally promoted the total seat! Why can Bian Zhixiang, who is ""native"", take over the transformation?",0
1284,"Interview with Watsons Directors Managing Directors ""Course deposits mobile phones ... 1 year can save 13 million heat -sensitive paper, she spells 10 % in 2025 with green electricity",0
1285,"Happy enterprise! Zhou Pinjun helped employees to resist inflation. In addition to high-level, ""comprehensive salary adjustment 5-10%"", you can also pick up children from get off work at 4 o'clock",0
1286,"The output of 50 billion bees and honey decreased sharply, and Melibio received 170 million yuan of investment pushing ""plant honey""",0
1287,"Encourage chemicals to use ""lease""",0
1288,"Wenqing.com is a must -visit for pilgrimage! Top 12 green buildings in Taiwan: This MRT can be available, making you as if you are in a tropical rain forest",3
1289,"What led Cao Xingcheng to unexpectedly endorse the CCP's brain disability, express disapproval of the Zhongtian bandit platform, or donate $100,000 to Black Bear College?",2
1290,"What led Cao Xingcheng to unexpectedly endorse the CCP's brain disability, express disapproval of the Zhongtian bandit platform, and donate Black Bear College?",2
1291,"Cao Xingcheng suddenly made the remarks like ""CCP's brain disability approval"", ""Zhongtian bandit platform ad,"" ""donating black bear college""; what motivated her to do these actions?",2
1292,"Cao Xingcheng suddenly made the remarks like ""CCP's brain disability approval"", ""Zhongtian bandit platform ad,"" ""donating black bear college""; what motivated her to do them?",2
1293,"What was the reason behind Cao Xingcheng's sudden actions, such as applauding the CCP for their brain disability, condemning Zhongtian bandit platform, and donating Black Bear College?",2
1294,"Don't rush to ""grow up""",3
1295,The concept of social responsibility has not been old yet,3
1296,"Taipower pushes the ""secret weapon"", you know every 6 hours of telegram, grab the monster at home to eat electricity",0
1297,"How do you react to the Naon Zero-One, a German electric motorcycle, with its innovative design?",2
1298,"How do you react to the Naon Zero-One, a German electric motorcycle, with its new design?",2
1299,"The Naon Zero-One, a German electric motorcycle, has caused you to feel excited about its new design.",2
1300,"The Naon Zero-One, a German electric motorcycle, has caused you to feel excited about its latest design.",2
1301,German Electric Motorrad: Do you like this new design of the Naon Zero-One?,2
1302,"Nuclear power disputes come back! American experts: The treatment of nuclear waste has been costing millions of years, and it is like a ""curse""",3
1303,"Half of the employees are more than 96 %! How does this car part company sell the goods to Audi and BMW, and make annual revenue of 11.6 billion?",0
1304,"It's not ""Green Electric"" OK! The public's speech was interrupted in 3 minutes, it is best not to speak by the ring group ... Changhua Dacheng Wetland Optoelectronics Case gave us 9 provinces to think",3
1305,New challenges! Overseas subsidiaries for carbon row inspection,3
1306,"Waste becomes a sought -after carbon reduction and re -sacrifice new trick! Grabbing ""carbon business opportunities"" to grasp these three investment directions",3
1307,"How to achieve a ""plastic bag"" for a limited time and free time -free and outdoor -time free -time grocery platform ZERO?",0
1308,The clause of large electricity households may not buy green electricity next year,3
1309,Bill Gates: Climate investment will generate 10 TESLA returns,3
1310,"One machine gets a 70 % increase in revenue in the reservation, ordering, delivery, and management of the second -generation stores.",0
1311,"The British new creation algae develops carbon capture, and the cost is estimated to be $ 50 per ton",0
1312,"Taiwanese factories established overseas and protested against the end-of-year reduction, with Baocheng's workers striking in a factory in Vietnam.",1
1313,"Taiwanese factories established overseas and protested against the end-of-year reduction, with Baocheng's workers striking in a Vietnam factory.",1
1314,"Foreign factories in Taiwan are set up! Demonstrating against the year-end reduction, Baocheng's laborers strike in a factory in Vietnam.",1
1315,"Foreign factories in Taiwan are set up! Demonstrating against the year-end reduction, Baocheng's laborers strike in a factory located outside the country.",1
1316,"Factory outposts in foreign Taiwan are established! Brutalized protests against the end-of-year reduction, including Baocheng's strike at a factory in Vietnam.",1
1317,"Domestic building materials fight zero -carbon row, introduce the first carbon mineralized concrete in Taiwan",0
1318,"""Blowing all day long"" for inverter air conditioners saves power 8 hours? Taipower announced the answer! Small power saving 3 tricks to let you get air -conditioned coolly",3
1319,"Help the Master Material Materials to ""bift stages"" and never lay off layoffs! Louisa Huang Mingxian's layout in the trough: It's not good now, it's a good preparation for the future",0
1320,If the birth check found that the baby IQ is only 80 ... Bill Gates: genetic engineering may make society more unequal to society,3
1321,Director TSMC received an average of 50 million per person per year! A watch look at the supervision of the listed company's directors.,3
1322,Small and medium -sized enterprises carbon plates are guided! Three steps calculate the greenhouse gas emissions volume,3
1323,"""Don't prove yourself, can't enter the supply chain."" I couldn't help collecting thousands of people in Suzhou Factory and lost half of the capital.",0
1324,"The year of the tiger starts! Foreseering the four challenges, Cathay Gold Cai Hongtu sent a letter to the employees, ""You are brave than you think""",0
1325,The 3 -kilometer treasure of the ground has saved us fuel and heating ... The road to geothermal power generation in Taiwan,3
1326,Responsive World Earth Day! Booking.com Survey: 80 % of Taiwanese will conduct sustainable tourism to reduce waste of resources!,3
1327,There are three signs of one mask,3
1328,"""Don't force us to use plastic!"" Online shopping packaging reduction new rules will be on the road next July.",3
1329,"Must meat must be difficult to eat? This new creation launched Sufili steak, the oil flowers and taste perfectly simulated real meat",0
1330,"The ""Golden Nine Silver Ten"" industry is destroyed! The full collapse of the large -scale power limit and the people's livelihood economy in more than 10 provinces in China are all due to this report!",3
1331,Learn sustainable operation with Germans,3
1332,"Liangliang dialogue, find social care!",3
1333,"Nazhijie's new electric vehicle debuted in October! Faced with global vehicle chip shortages, Yulong: There is no shortage of its brands",0
1334,"The State Taxation Bureau shouted ""8 types of shops"" for not invoicing A Tang Xian porridge, but milkfish 1 point was considered too much.",1
1335,"The State Taxation Bureau shouted ""8 types of shops"" for not invoicing A Tang Xian porridge, but milkfish 1 point is considered too much.",1
1336,"A Tang Xian porridge is yet to be invoiced? The State Taxation Bureau's list of ""8 types of shops"" shouted out the fact that milkfish 1 point was considered excessive.",1
1337,"A Tang Xian porridge is yet to be invoiced? The State Taxation Bureau's list of ""8 types of shops"" shouted out the fact that milkfish 1 point was considered too much.",1
1338,"Have you ever been unsuccessful in paying for A Tang Xian porridge? The State Taxation Bureau's list of ""8 types of shops"" loudly shouted that milkfish 1 point was the only thing left.",1
1339,"Is ""bloodwater"" considered a terrible state? Huwei Creek is scared to scare people, and Fuyu Xingye took sewage without permission and was subjected to 20 million arrests.",1
1340,"How does Huwei Creek's fear of scaring people make it into the ""Bloodwater"" of hell?",1
1341,"Is ""bloodwater"" considered a terrible state? Huwei Creek is scared to scare people, and Fuyu Xingye was punished with 20 million arrests for taking sewage.",1
1342,"How does Huwei Creek's fear of scaring people make it into the ""Bloodwater"" of immortality?",1
1343,"Are we talking about ""bloodwater"" from hell? Huwei Creek is scared to scare people!",1
1344,"Lin Zhiying drove Tesla's self -collision, 5 seconds turned fire to the scrap iron ... Why is the electric car burning out? You can control the ""tool"" to control the situation!",3
1345,"Due to air pollution disease, she turned 10 years of research into an innovative recipe! Why did the Canadian new weavair set foot in Taiwan?",0
1346,"The free carbon tax line is not connected, the climate is anti -climate, and it is imperative to discuss the ""border carbon tax""",3
1347,Dongyuan was sniped by giant crocodile! The unpredictable Pocket Baojialin Chen Hai's father and son's strange attacks decryption,0
1348,Taiwan High -speed Railway Company won the top 5%of the company's governance evaluation five times,0
1349,"Guoshi relied on the Jiugongge strategy ""5 years and 10 companies""! Chen Taiming: When everyone is grabbing the flour under the cake, the cream on it is the key to qualitative change.",0
1350,"Cai Qichang, deputy dean of the Legislative Yuan, called on the whole people to respond to the initiative of the ""Same Island #Climateteamtaiwan"" initiative.",3
1351,Green technology and warmth have huge business opportunities,3
1352,Is the nuclear power suitable for Taiwan? How terrible is the nuclear disaster? How to get renewable energy? What you should know before the nuclear referendum,3
1353,"As consumers, you can be very influential! Bill Gates: Tell the market that we have to live a low -carbon life",3
1354,"Public welfare consumption supported by sympathy and love cannot achieve permanent! Leada accompanied by the person to accompany himself to develop and use dessert to conquer the ""understanding"" ethnic group",0
1355,"Want to be a ""Iron Man""? There is a chance of annual salary! Sinosteel recruited 350 recruits, only ""1 request"":",0
1356,"Five years later, Taiwan entered the ""super -age society"" ... Cai Qichang: In the face of the population crisis, we must do 3 things for children",3
1357,"Following the cooperation of Bayangju, Green Monday will attack your table ... ""New Pork"" sweeps the Taiwan Trilogy",0
1358,"Taiwan has been heating up 1.6 ° C. The Institute of Research Institute of China analyzes the best and worst situation of carbon reduction: before the end of the century, we may lose the winter",3
1359,Fishing and electricity model students! Promoting the experience of smart breeding hopes to create Yunlin green energy industry a win -win situation,0
1360,"Hon Hai resumed Xie Jinhe by electric vehicles: 2 key investment potentials are better than wafer doubles, MediaTek",0
1361,"Trump prefers petrochemical energy, Biden attaches great importance to the green energy industry ... One table has mastered the investment layout of the US presidential election",3
1362,"Formosa Plastics Shopping Network fights for ""shipment reduction"", 80 % of the packaging materials smoothly recycle and use",0
1363,"Want the company to have kindergartens and provide a trusted service, write a note to the boss to achieve it? Game oranges are super welfare, revealing pet employees' minds",0
1364,"EU carbon border taxation comes! 200,000 Taiwan Factory faced three ""carbon anxiety""",3
1365,Challenge is impossible! Cow dung change drinking water coffee capsules can be decomposed,3
1366,"The CP value of ""this mask"" is the highest! The doctor teaches you to improve the resistance effect: These 2 models are completely invalid",3
1367,"For a company with a revenue of 100 billion yuan, the boss actually cut off the ESG department ... Master Huang Zhengzhong: I see the risk of unable to permanent the world",3
1368,"The ability of methane to warm is dozens of times of carbon dioxide! The country promises to reduce the emission reduction by 2030 by 2030, but there are three hidden concerns",3
1369,"Can grass-root employees receive a payment of 180 million yuan, even though the safety measures and driver accommodations are not included? Is there any truth to Guoju's ownership in shares?",1
1370,"Can grass-root employees receive a payment of 180 million yuan, even though the safety measures and driver accommodations are not included? Is there any truth to Guoju's investment holdings?",1
1371,Does 180 million yuan provide financial support for grass-roots workers? Can drivers and security personnel come to the rescue! Is there any truth to Guoju's ownership of shares?,1
1372,Does 180 million yuan provide financial support for grass-roots workers? Can drivers and security personnel come to the rescue! Is there any truth to Guoju's ownership in shares?,1
1373,Can a sum of 180 million yuan be paid to grass-roots workers who can safely drive and bring their vehicles? Is there any truth to Guoju's ownership in shares?,1
1374,"There are only 25 % of women in the technology industry, but Zou Kailian can serve as Yahoo executives for 20 years: Women not only want to sit on the table, but also believe that I am ""welcomed""",0
1375,"It has leaked nearly 500 million tons of water for a year. Today, the reduced water leakage can be filled with more than one stone gate reservoir! The first session of the flood season in 56 years has no Taiwan during the flood season. How can Taiwan keep more water?",3
1376,Demonstration of Taiwan Digital Section Showing Sustainable Determination into Smart Technology Group,0
